q0,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,q21,q22,q23,q24,q25,q26,q27,q28,q29,q30,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41
46819284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Virtual joystick is stuck near the screen center; requests customizable position.
46819336,,,,,,,,,,,,,,,,,,,,,1.0,From 1st test to now the team has been iterating and fixing bugs based on feedback.,,,,,,,,,,,,,,,,,,,Notable improvement from very buggy early tests; small studio but receptive to feedback.
46819297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pixel art and BGM integration are highly praised; visually and aurally immersive.
46819285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Severe stutter and frame drops; gacha froze with 'not responding'; caused dizziness after ~1 hour.
46819283,,,GBF-like turn-based co-op raids focused on team/weapon-grid building and farming drops.,,,Weapon grid/team building; co-op raids; plate/party composition.,1.0,Grid/team building depth but onboarding is tough for new players.,-1.0,"Bugs, content gates, and an uneven growth curve impede progression.",,,,,,,,,,,1.0,Active dev replies and fixes during test.,,,,,,,,,,,,,,,,,,,Buggy with progress blocks; small studio but responsive.
46819281,,,,-2.0,Felt there was no gameplay beyond visuals; suggested focusing on single-player story.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Aside from visuals, found it lacking in gameplay."
45965955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main story about the meaning of life is deep and well-performed; strong voice acting and presentation; highly immersive.
46819244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Install is about 2 GB; background’s 2.5D assets likely inflate size.,,,2.5D backgrounds look coarse; questions why a pixel game needs heavy 2.5D; complains about limited gameplay.
46819231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top-tier visuals but story and controls feel weak; vertical controls on iPad are awkward; requests landscape for better sightseeing.
46819212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great potential but test build underperforms; needs more polish from the small team.
46819129,,,,-1.0,Battle transitions feel unnatural with stutters; bland hit SFX; enemies slide into contact instead of animating attacks.,,,,,,,,,,,,,,,,,,,,-1.0,Ten-pull cost feels high.,,,,,,,,,,,,,,,Praised art; suggested adding attack animations like Octopath; music/VFX average.
46819104,,,,1.0,Combat feels chill/low-stress.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes the visuals and relaxed combat.
46819048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loves the high-quality, beautiful visuals."
46812541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Even at 60 FPS it feels laggy; frequent battle disconnects; high background resource usage; needs optimization.
46818896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feels like a boring WeChat mini-game; not engaging.
46818874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,"Obtrusive first-recharge and repeated cash shop prompts clutter the main UI, creating strong monetization pressure.",,,,,,,,,,,Requests a cleaner main screen without in-your-face recharge pages.
46818807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visuals are good; says nothing besides art compares favorably to GBF.
46818735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complains about a locked female protagonist.
46817957,,,,-1.0,"Poor operation feel, underwhelming skill VFX, fixed joystick, and lack of landscape or map tap-to-move.",Elemental system; job change; auto team adjustment.,-1.0,"Systems feel confusing/overcomplicated (job level reset, element mismatch).",-1.0,Time-heavy grind with idle resources; little perceived payoff.,,,,,Idle/AFK resource accrual alongside grinding.,,1.0,AFK/idle loop is straightforward but not engaging.,-1.0,Resources gained from idle/grind feel stingy relative to time.,,,,,,,,,,,,,,,,,,,,,No landscape; fixed joystick; confusing job/attribute conversions; team auto-change misassigns elements.
46818639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vertical-only in test (dev says landscape exists but not enabled); blurry visuals; overall feels like a WeChat mini-game.
46818564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks for a male protagonist option; default female MC breaks immersion for them.
46818542,,,Turn-based battles with gacha (limited/standard/friend pools) and light overworld interactions.,-1.0,Dislikes long story and turn-based combat.,,,,,,,,,,"Overworld exploration with interactables, patrolling enemies, and treasure chests.",,1.0,Basic interactions add a small layer of variety.,,,,,,,,,,,,,,,,,,,,,,,Not their genre; left after ~30 minutes.
46818522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bug: Exchanged UP-pool vouchers turned into standard-pool vouchers, preventing UP pulls."
46818382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Issues: repeated reconnects entering battle; clunky map movement with heavy auto-pathing; odd character art; low gacha feedback; UP vouchers converted to standard; screen flicker; unengaging story.
46818381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Top-tier rendering but severe cohesion issues: mismatched UI/portraits/fonts and pixel scales; music restarts on every scene change.
46818352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finds the story cringe; report button seemingly ineffective.
46818275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pre-download SMS verified, but login later fails with 'too frequent' attempts."
46818256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Game locks the protagonist as female.
46818173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46818131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marketed like Octopath but now feels like a cash-grab pixel game; canceled reservation.
46818090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mentions a 'disconnecting boss'—implies boss fight/network instability.
46818086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stuck in tutorial due to repeated 'network fluctuation'; had to replay 5–6 times without clearing.
46818082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Servers froze ~15 minutes after opening; asks for optimization.
46818049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Likes aesthetics and feel; requests male/female MC choice; dislikes being forced as female and frequent yuri push.
46818023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cutscene soft-lock during story.
46818016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only female protagonist selectable—deal-breaker for them.
46817971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests landscape/portrait toggle (tablet user).
46817961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Female MC locked; lag spikes when fighting the werewolf.
46817937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Looping network errors cause forced exits mid-battle; stuck at early game.
46812924,,,Turn-based combat.,-1.0,Prefers real-time action like Battleheart; not interested in turn-based.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Would have preferred an ARPG combat model.
46814715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cannot enter the game.
46813009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TapTap install directed to a sandbox path; game didn’t install normally.
46811658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46810884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46807914,,,Turn-based combat.,-1.0,Doesn’t play turn-based despite liking the art.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Great art but won’t play due to turn-based combat.
46807898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Promised a fixed date but turned out to be a paid, data-wiping test—frustrating."
46807457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46807426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wishes it were an ARPG like Seiken Densetsu/Golden Sun with puzzles, not turn-based."
46700684,,,Turn-based combat.,-1.0,Dislikes the game being turn-based.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46695236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Will rate well if servers don’t crash at launch.
46686032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feels highly playable; art resembles Octopath; very期待.
46613049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Appealed by Valkyrie theme and pixel art.
46305986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46184981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests an option to hide other players for story immersion; prefers a single-player feel despite multiplayer.
46111574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks why can’t download; wonders if there’s no CN server.
45887800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complains about selling test access codes; long-time tester didn’t get in; codes resold elsewhere.
45647035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calls it a low-quality 2D anime take on Octopath with little substance.
45544306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Long reservation period; asks when it will actually release.
45535182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45455211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45254471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45162669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hopes it won’t use restrictive stamina, like GBF’s grind-friendly model."
44876917,,,GBF-like gameplay loop.,1.0,Enjoyed the retro art and played daily during test.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prefers this over other domestic GBF-likes (e.g., Artery Gear/悠久之树)."
45003575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Visuals strongly resemble Octopath Traveler.
44974168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44966938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gave a positive rating purely for the art direction.
42513607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Still not open; also complains their negative reviews get reported/removed.
42512938,,,GBF-like turn-based co-op raids with weapon grid (10-slot) and summons; team is 3 frontline + 2 backline; raid farming core.,-1.0,No ultimate animations and repetitive actions; auto-behavior issues (later hotfixed) and early raid/co-op reward problems hurt feel.,Weapon grid building; multi-attribute teams; co-op raid rescue; job/class unlocks; summons; team slot management.,1.0,"Systems are deep but onboarding and QoL (filters, quick-join, guidance) lag behind; some design choices felt clunky.",-1.0,"Short content, quest/task bugs, and early economy issues (gold, drops) hindered progress (many later fixed).",,,,,"Overworld exploration (collecting light points/chests), daily material trials, tower (巴布塔) runs alongside raid farming.",,0.0,Exploration is simple but felt redundant; tower/dailies are straightforward loops.,1.0,"After fixes/events, raid/tower drop rates and gold improved (e.g., 100% drop windows, slime/gw gold).",2.0,"Rapid hotfixes and weekend work; multiple issues (drops, auto, team slot unlock, gold, story gate) addressed quickly.",True,Beginner pity: SSR guaranteed within 30 pulls; 10-pull costs 1500 premium currency.,1.0,Reasonable with 30-pull SSR pity and generous test rewards.,2.0,Test build offered effectively unlimited stamina/diamonds and high drops; F2P could access/play core modes fully.,1.0,Low pressure during test due to high welfare and pity.,2.0,"High welfare in test (daily/weekly/sign-ins, pity, boosted drops).",,,,,,,,,"Pain points included locked female MC, no fast travel, poor co-op rewards early, no sweeps, limited team slots (then reduced), weak guidance, no boss filters/quick-join; many were later fixed."
44943561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Says it feels similar to Brown Dust.
44922621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Asks if a buy-to-play (premium) version will be offered.
44919642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art reminiscent of Triangle Strategy (NS).
44915624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Waited long; disappointed by female-MC lock and less inclined to play.
44913364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44908424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44900303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Impressed by detailed pixel art and layered world design; high expectations.
44896673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test access grabbed by scalpers and resold at high prices; couldn’t play.
44883410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claims story is rich; urges a quick launch.
44876858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Test access distribution felt like a hand-speed race; many codes appeared on resale markets; poor ops impression.
44876428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scalpers took most test accounts; official may miss data; player couldn’t participate.
44861214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Very attracted by the art style; hopes gameplay quality matches.
44844171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44767648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44759581,,,,,,Large variety of weapons and combinations.,,,,,,,1.0,Implied many weapon combinations enable different builds.,,,,,,,,,,,,,,,,,,,,,,,,,,,"References '114 weapons, 514 combinations'—suggests high build variety."
44722410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes it’s natively vertical; looks forward to it.
44721196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jokes about playing many 'galgames' and having a bad premonition; still excited.
44700478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44681143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44676765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feels like watching a movie rather than playing a game.
44673914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Wants buy-to-play; worries heavy gacha/monetization will harm the experience.,,,,,,,,,,,
44671018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44492701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44426344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44421162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Weapon design feels off/strange.
44328852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44138092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44083985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44066419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portrait/landscape orientation brings to mind Brown Dust 2.
44021861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43877514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43867664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes for rich gameplay; prefers portrait mode.
43862070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticizes it as an Octopath-style imitation lacking originality.
43861117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art style similar to Octopath Traveler; looks promising.
43853975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trailer visuals are too dark; prefers brighter scenes.
43846388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43842791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wants cute-girls-bonding romance content.
43839070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative on weapon design (“septic tank weapon”).
43828599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dislikes invisible random encounters; wants visible enemies while traveling.
43821108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes growth/upgrade demand won’t be too grindy for working players.
43809841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests a story skip option.
43769836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43763811,,,GBF-like turn-based combat with fast refresh and an auto-battle system where you can configure a per-skill timing/logic “skill axis.”,1.0,"Combat refresh is smooth and the configurable auto is powerful, though a save bug occurred.",Configurable auto skill rotation/logic; weapon-grid farming; co-op raids; guild war.,1.0,Per-skill timing and team logic add planning depth alongside grid/raid systems.,-1.0,Main story was short in the test.,,,,,"Two-feel structure: narrative main story and a GBF-style grind loop (farm weapon grid, co-op raids, guild war, dailies/weeklies).",False,-1.0,"Non-combat UX felt inconvenient (manual reward claiming, clunky navigation/load); suggests decoupling story from core grind.",,,1.0,A guild-war-like event was added during test and the team was responsive to feedback.,,,,,,,,,,,,,,,,,,,"Performance/optimization issues; rough collisions during cutscenes; sparse presentation/FX; inconvenient UI (no auto-claim, slow page loads, device lock, no multi-window)."
43761849,,,GBF-style turn-based system.,1.0,Likes the GBF mode; overall first test felt acceptable though map interaction was thin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Map interactions felt sparse; hopes combat and map systems will integrate more.
43761110,,,Turn-based combat mirroring GBF with weapon grid and summon setups.,1.0,Familiar and easy to pick up; feels fine despite being somewhat old-school.,Weapon-grid building; summon synergy selection; team composition.,1.0,"Mature, build-oriented system; suggests guidance for new players.",,,,,,,,,,,,,1.0,Many test bugs but fixes came quickly after feedback.,False,"Reviewer proposes adding pity/exchange for key summons, implying no current guarantee for summons.",,,,,,,,,,,,,,,,,"Bugs and optimization issues (map loading problems, crashes, stutter)."
43759747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43746837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Requests portrait/landscape screen switching; prefers landscape.
43743281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43740193,,,,-1.0,Believes GBF-like design is a dead end.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43716183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43701673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43688044,,,,,,,,,,,,,,,Mentions/anticipates casual multiplayer modes.,False,,,,,,,,,,,,,,,,,,,,,,,,,
43687856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Art style looks like Octopath Traveler 2; waiting and watching.
43678099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43672754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43670677,,,Turn-based combat with chain attacks and detailed Full-Auto (FA) behavior settings.,0.0,"Core framework is fine, but poor optimization and unpolished UI/presentation hurt the experience.",Detailed FA configuration; soloable boss content; material dungeons.,1.0,FA rules enable nuanced automation and planning.,1.0,Progression felt smooth in test (materials not gated; story grants early SSRs).,-2.0,Reports an earth unit with permanent 500% DEF being overtuned.,,,,,,,,,,,,,,,,,1.0,Abundant test currency and freebies reduced perceived spending pressure.,2.0,Received many diamonds (~200 pulls) and story awarded 3 SSRs during test.,,,,,,,,,"Severe performance/optimization issues; rough UI (plain '4chain' text, color-block UI); wants main screen to show character artwork."
43668707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43665707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42512839,,,Time-limited turn-based battles with a weapon-grid system.,1.0,Finds the weapon-grid approach novel and fun.,High-DIY weapon-grid builds; multiplayer co-op raids.,2.0,High DIY build freedom and co-op coordination add depth.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"First-test had many issues, notably optimization."
43663053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes the game finds its own unique features.
42514103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticizes lack of changes/improvements.
43661975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43660091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43649608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Would play if buy-to-play; wary of F2P monetization.,,,,,,,,,,,
43643920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Test qualification required following the account without prior notice, leading to frustration."
43642206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43636353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not receive test qualification despite following; unfollowed in frustration.
43632902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Calls it a poor imitation of Octopath Traveler.
43626027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43619530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43594167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43557753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43552264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43551866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43545961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43529555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43506239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43494833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,An advertisement popped up when applying for test qualification.
43493071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes the gameplay will be fresh; requests test access.
43492891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43492350,,,,,,,,,,,,,,,Multiplayer co-op/casual modes are a key draw.,False,,,,,,,,,,,,,,,,,,,,,,,,,
43492207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43492184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43490604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43490160,,,,,,,,,-1.0,Tried a prior test but didn’t continue playing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43488696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43487697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43487419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Accused of copying Octopath Traveler; asks for innovation.
43485018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43344436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43273633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43130043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43083371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43042282,,,,,,,,,,,,,,,Loot grind with online co-op is a main attraction.,False,,,,,,,,,,,,,,,,,,,,,,,,,
43022147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43012029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42894818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42851525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42790476,,,,,,,,,,,,,,,Online co-op is expected and valued for long-term play.,False,,,,,,,,,,,,,,,,,,,,,,,,,
42781567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42759016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42758152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42714567,,,,,,,,,,,,,,,"Behind an initial farming/relax impression, the meta appears to be GBF-style grinding.",False,,,,,,,,,,,,,,,,,,,,,,,,,
42634619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42614442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Warns that copying Octopath’s visuals isn’t enough; hopes for unique class/ability mechanics.
42610516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42604818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42604589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42602763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highlights that it supports switching between portrait and landscape.
42601956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Identifies it as a gacha; hopes welfare comparable to Brown Dust 2
42584454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Unclear gameplay; speculates multiple possible modes (separate battle screen, action with timer, grid tactics, or idle story mode)"
42580931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Criticizes trailer using English/Japanese instead of Chinese
42580845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42576738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes generosity/welfare will be good
42573699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Compares it to a domestic GBF and is eager to try
42572297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,Rejects playing due to gacha; expresses preference to spend money elsewhere,,,,,,,,,,,
42568919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Prefers a buyout model; disappointed it seems GBF-like (gacha),,,,,,,,,,,
42566542,,,,,,Multiplayer co-op,1.0,States co-op is the most important aspect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asks about an 'F5' feature; dismisses buyout expectations, emphasizing co-op"
42559575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopes for a buyout model
42550152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42548239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Pre-registration 'ten-pull' deterred them; dislikes gacha structure,,,,,,,,,,,
42546691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,Wanted a buyout Octopath-like RPG; seeing gacha removed desire to play,,,,,,,,,,,
